 51 2277.844326 4.683E-26 0.000E+00.02630.040 3782.65460.46-.003549              1              0                    R 44      475623 510 5 5 1 8E    0.0    0.0
 51 2279.927846 2.090E-26 0.000E+00.02590.040 3953.45740.45-.003583              1              0                    R 45      475623 510 5 5 1 8E    0.0    0.0
 51 2281.969664 9.160E-27 0.000E+00.02550.039 4127.95390.44-.003617              1              0                    R 46      475623 510 5 5 1 8E    0.0    0.0
 51 2283.969636 3.941E-27 0.000E+00.02520.039 4306.13750.44-.003649              1              0                    R 47      475623 510 5 5 1 8E    0.0    0.0
 51 2285.927619 1.665E-27 0.000E+00.02480.038 4488.00120.43-.003681              1              0                    R 48      475623 510 5 5 1 8E    0.0    0.0
 51 2287.843469 6.904E-28 0.000E+00.02450.038 4673.53810.42-.003711              1              0                    R 49      475623 510 5 5 1 8E    0.0    0.0
 51 2289.717042 2.812E-28 0.000E+00.02420.038 4862.74110.41-.003741              1              0                    R 50      375623 510 5 5 1 8E    0.0    0.0
 51 2291.548195 1.124E-28 0.000E+00.02390.037 5055.60290.41-.003770              1              0                    R 51      375623 510 5 5 1 8E    0.0    0.0
 51 2293.336784 4.416E-29 0.000E+00.02360.037 5252.11620.40-.003798              1              0                    R 52      375623 510 5 5 1 8E    0.0    0.0
 51 2295.082667 1.703E-29 0.000E+00.02330.037 5452.27330.39-.003825              1              0                    R 53      375623 510 5 5 1 8E    0.0    0.0
 51 2296.785698 6.450E-30 0.000E+00.02300.036 5656.06660.39-.003852              1              0                    R 54      375623 510 5 5 1 8E    0.0    0.0
 51 2298.445736 2.400E-30 0.000E+00.02270.036 5863.48830.38-.003878              1              0                    R 55      375623 510 5 5 1 8E    0.0    0.0
 51 2300.062637 8.770E-31 0.000E+00.02240.036 6074.53040.38-.003903              1              0                    R 56      375623 510 5 5 1 8E    0.0    0.0
 51 2301.636256 3.148E-31 0.000E+00.02210.035 6289.18470.37-.003927              1              0                    R 57      375623 510 5 5 1 8E    0.0    0.0
 51 2303.166452 1.110E-31 0.000E+00.02190.035 6507.44310.36-.003951              1              0                    R 58      375623 510 5 5 1 8E    0.0    0.0
